Frequency,XinV,YinV,RinV,outputphase
-1.81199e-005,0.000299456,0.000299932,93.438
-1.28747e-005,0.000303509,0.000303747,92.418
-7.39101e-006,0.000296595,0.000296833,91.38
-7.62945e-006,0.000297548,0.000297787,91.44
-6.91417e-006,0.000299932,0.000299932,91.302
-5.72208e-006,0.000297548,0.000297548,91.056
-7.62945e-006,0.000293495,0.000293734,91.464
-7.15259e-006,0.000294926,0.000294926,91.356
-1.09673e-005,0.000295879,0.000296118,92.094
-5.72208e-006,0.000305178,0.000305178,91.032
-4.05314e-006,0.0003109,0.0003109,90.738
-9.05996e-006,0.000308277,0.000308277,91.674
-1.00136e-005,0.000303747,0.000303747,91.884
-9.5368e-006,0.00030327,0.00030327,91.794
-7.86787e-006,0.000301125,0.000301363,91.458
-7.39101e-006,0.000298979,0.000299217,91.374
-8.34471e-006,0.000297787,0.000297787,91.572
-9.29838e-006,0.000296595,0.000296595,91.77
-1.14442e-005,0.000295879,0.000296118,92.19
-1.33515e-005,0.000297071,0.00029731,92.568
-1.62126e-005,0.000298264,0.000298979,93.066
-1.50204e-005,0.000303747,0.000303986,92.796
-1.33515e-005,0.000304462,0.000304939,92.472
-8.10629e-006,0.000299456,0.000299694,91.53
-2.62262e-006,0.000295641,0.000295641,90.486
-5.00682e-006,0.000296356,0.000296356,90.936
-8.34471e-006,0.000296595,0.000296833,91.578
-1.02521e-005,0.000299456,0.000299456,91.944
-1.1921e-005,0.000296595,0.000296833,92.28
-1.43052e-005,0.000296118,0.000296595,92.736
-1.6451e-005,0.000296595,0.00029731,93.15
-1.28747e-005,0.000299932,0.000300171,92.448
-1.33515e-005,0.00030184,0.000302078,92.526
-1.00136e-005,0.00030184,0.000302078,91.896
-7.86787e-006,0.000299932,0.000300171,91.494
-6.91417e-006,0.000301125,0.000301125,91.296
-7.39101e-006,0.000301125,0.000301363,91.392
-9.5368e-006,0.000297787,0.000297787,91.824
-1.78815e-005,0.000289204,0.00028968,93.492
-1.6451e-005,0.000292303,0.00029278,93.198
-1.52589e-005,0.000294926,0.000295164,92.94
-1.4782e-005,0.000295641,0.000295879,92.838
-1.57357e-005,0.00029731,0.000297787,93.012
-1.50204e-005,0.000299456,0.000299694,92.838
-1.4782e-005,0.000301601,0.00030184,92.784
-1.38283e-005,0.000302078,0.000302317,92.592
-1.28747e-005,0.000303986,0.000304462,92.382
-1.28747e-005,0.00030327,0.000303747,92.418
-9.77522e-006,0.000301601,0.00030184,91.836
-7.62945e-006,0.000301363,0.000301601,91.422
