XinV,YinV,RinV,outputphase
2.6703e-005,0.00027466,0.000276567,84.33
2.86103e-005,0.000280382,0.000282289,84.048
2.47956e-005,0.000287058,0.000288965,84.972
2.9564e-005,0.000287058,0.000288012,84.036
3.24252e-005,0.000283243,0.00028515,83.424
3.62399e-005,0.000283243,0.000286104,82.644
2.57493e-005,0.000273706,0.00027466,84.576
2.86103e-005,0.000276567,0.000277521,83.946
2.19346e-005,0.000283243,0.000283243,85.428
3.05178e-005,0.000283243,0.00028515,83.838
3.24252e-005,0.000286104,0.000288012,83.496
3.43325e-005,0.000287058,0.000288965,83.118
3.52862e-005,0.000280382,0.000283243,82.71
3.05178e-005,0.000278475,0.000280382,83.598
3.05178e-005,0.000279428,0.000281336,83.748
2.3842e-005,0.000277521,0.000278475,84.93
2.86103e-005,0.000283243,0.00028515,84.234
2.86103e-005,0.000287058,0.000288965,84.186
3.24252e-005,0.00028515,0.000287058,83.466
3.71935e-005,0.000284197,0.000287058,82.53
3.52862e-005,0.000275614,0.000277521,82.704
3.05178e-005,0.000278475,0.000280382,83.736
2.6703e-005,0.000286104,0.000287058,84.552
3.05178e-005,0.000287058,0.000288965,83.922
2.57493e-005,0.00028515,0.000287058,84.672
3.05178e-005,0.000287058,0.000288012,83.91
3.52862e-005,0.000279428,0.000281336,82.674
3.81472e-005,0.000283243,0.00028515,82.23
3.24252e-005,0.000276567,0.000278475,83.13
2.86103e-005,0.00027466,0.000276567,83.916
2.9564e-005,0.000276567,0.000278475,83.826
2.3842e-005,0.00028515,0.000287058,85.206
3.05178e-005,0.00028515,0.000287058,83.748
2.57493e-005,0.000278475,0.000280382,84.684
3.24252e-005,0.000283243,0.00028515,83.292
3.52862e-005,0.000278475,0.000280382,82.788
3.43325e-005,0.000276567,0.000278475,82.878
2.86103e-005,0.000276567,0.000277521,84.084
2.3842e-005,0.00028515,0.000287058,85.068
2.57493e-005,0.000286104,0.000287058,84.816
3.05178e-005,0.00028515,0.000286104,83.868
3.81472e-005,0.000287058,0.000289919,82.35
3.43325e-005,0.000282289,0.000284197,83.01
3.52862e-005,0.000275614,0.000277521,82.704
2.6703e-005,0.000276567,0.000278475,84.372
3.24252e-005,0.000278475,0.000280382,83.328
2.19346e-005,0.000276567,0.000277521,85.464
3.24252e-005,0.000284197,0.000286104,83.322
3.14715e-005,0.000288965,0.000290873,83.688
3.43325e-005,0.000283243,0.00028515,83.04
3.71935e-005,0.000281336,0.000284197,82.458
3.43325e-005,0.000276567,0.000278475,82.86
3.43325e-005,0.000271799,0.000273706,82.752
2.47956e-005,0.000276567,0.000277521,84.768
2.57493e-005,0.000280382,0.000281336,84.708
2.57493e-005,0.000288012,0.000289919,84.852
