XinV,YinV,RinV,outputphase
3.14715e-005,0.000288012,0.000289919,83.676
3.43325e-005,0.00028515,0.000287058,83.088
3.71935e-005,0.000283243,0.00028515,82.362
3.52862e-005,0.00028515,0.000287058,82.806
3.91009e-005,0.000283243,0.000286104,82.116
3.33788e-005,0.000281336,0.000283243,83.124
3.62399e-005,0.000282289,0.00028515,82.608
3.33788e-005,0.000280382,0.000283243,83.112
3.24252e-005,0.000281336,0.000283243,83.256
2.9564e-005,0.000287058,0.000288965,84.054
2.6703e-005,0.000287058,0.000288965,84.576
3.71935e-005,0.000287058,0.000289919,82.596
3.52862e-005,0.000287058,0.000289919,82.878
3.91009e-005,0.00028515,0.000287058,82.02
3.81472e-005,0.000283243,0.000286104,82.248
3.62399e-005,0.000280382,0.000283243,82.554
3.43325e-005,0.000278475,0.000280382,82.926
3.05178e-005,0.000280382,0.000283243,83.646
3.05178e-005,0.000284197,0.00028515,83.85
3.14715e-005,0.000286104,0.000288012,83.628
3.52862e-005,0.000287058,0.000289919,82.878
3.62399e-005,0.000287058,0.000289919,82.746
3.91009e-005,0.00028515,0.000288012,82.038
4.19619e-005,0.000281336,0.00028515,81.396
3.71935e-005,0.000282289,0.00028515,82.344
3.52862e-005,0.000278475,0.000280382,82.638
3.14715e-005,0.000280382,0.000282289,83.496
3.43325e-005,0.000281336,0.000283243,82.992
3.05178e-005,0.00028515,0.000286104,83.868
3.52862e-005,0.000287058,0.000288965,82.86
3.71935e-005,0.000287058,0.000289919,82.596
3.91009e-005,0.00028515,0.000287058,82.152
3.05178e-005,0.000283243,0.00028515,83.706
3.43325e-005,0.000279428,0.000281336,82.944
3.05178e-005,0.000280382,0.000283243,83.646
3.05178e-005,0.000284197,0.00028515,83.85
3.24252e-005,0.000287058,0.000288965,83.514
3.24252e-005,0.000288965,0.000290873,83.556
3.81472e-005,0.00028515,0.000288012,82.302
3.71935e-005,0.000284197,0.000287058,82.398
3.71935e-005,0.000281336,0.000284197,82.326
3.43325e-005,0.000280382,0.000282289,82.956
3.24252e-005,0.000281336,0.000283243,83.394
3.05178e-005,0.000284197,0.000286104,83.718
3.05178e-005,0.000287058,0.000288965,83.778
3.43325e-005,0.000288012,0.000289919,83.154
3.71935e-005,0.000288965,0.000291826,82.65
3.71935e-005,0.000286104,0.000288965,82.446
3.71935e-005,0.000281336,0.000284197,82.326
3.52862e-005,0.000282289,0.000284197,82.878
3.24252e-005,0.000282289,0.000284197,83.406
3.14715e-005,0.00028515,0.000287058,83.616
2.9564e-005,0.00028515,0.000286104,84
3.24252e-005,0.000288965,0.000290873,83.556
3.62399e-005,0.000287058,0.000289919,82.746
3.71935e-005,0.000287058,0.000289919,82.464
3.71935e-005,0.00028515,0.000287058,82.416
3.33788e-005,0.000282289,0.000284197,83.142
3.24252e-005,0.000281336,0.000283243,83.256
3.05178e-005,0.000284197,0.00028515,83.85
2.9564e-005,0.00028515,0.000287058,84.012
3.24252e-005,0.000287058,0.000288965,83.382
3.52862e-005,0.00028515,0.000287058,82.806
4.10082e-005,0.00028515,0.000288012,81.774
3.62399e-005,0.000283243,0.00028515,82.626
3.52862e-005,0.000280382,0.000283243,82.842
3.05178e-005,0.000280382,0.000283243,83.646
3.24252e-005,0.000286104,0.000288012,83.496
2.9564e-005,0.000288012,0.000289919,84.066
3.14715e-005,0.000287058,0.000289919,83.658
3.43325e-005,0.000288012,0.000289919,83.154
3.52862e-005,0.000286104,0.000288012,82.842
3.52862e-005,0.00028515,0.000287058,82.806
3.52862e-005,0.000283243,0.00028515,82.776
3.24252e-005,0.000282289,0.000284197,83.406
3.05178e-005,0.000283243,0.000284197,83.826
3.05178e-005,0.00028515,0.000287058,83.736
3.14715e-005,0.000287058,0.000288965,83.646
3.43325e-005,0.000288012,0.000289919,83.154
3.71935e-005,0.00028515,0.000288012,82.56
3.62399e-005,0.000282289,0.00028515,82.608
3.62399e-005,0.000282289,0.00028515,82.608
2.9564e-005,0.000281336,0.000283243,83.928
2.9564e-005,0.000280382,0.000282289,83.916
2.9564e-005,0.000286104,0.000287058,84.024
3.33788e-005,0.000289919,0.000291826,83.31
3.71935e-005,0.000287058,0.000289919,82.596
3.71935e-005,0.000287058,0.000289919,82.596
3.71935e-005,0.000281336,0.000284197,82.458
3.33788e-005,0.000280382,0.000283243,83.112
3.43325e-005,0.000283243,0.00028515,83.022
2.86103e-005,0.000284197,0.00028515,84.12
2.9564e-005,0.00028515,0.000286104,84
3.24252e-005,0.00028515,0.000287058,83.334
3.71935e-005,0.00028515,0.000288012,82.56
3.91009e-005,0.00028515,0.000287058,82.152
3.71935e-005,0.000281336,0.000284197,82.326
3.52862e-005,0.000283243,0.00028515,82.758
3.14715e-005,0.000281336,0.000283243,83.526
2.86103e-005,0.000283243,0.000284197,84.222
2.9564e-005,0.00028515,0.000287058,84.012
3.24252e-005,0.000288965,0.000290873,83.43
3.43325e-005,0.000287058,0.000289919,83.136
3.71935e-005,0.000287058,0.000289919,82.482
3.91009e-005,0.000283243,0.00028515,82.098
3.91009e-005,0.000281336,0.000284197,82.062
3.33788e-005,0.000283243,0.00028515,83.16
3.14715e-005,0.000282289,0.000284197,83.538
2.86103e-005,0.00028515,0.000287058,84.144
3.52862e-005,0.000287058,0.000288965,82.992
3.43325e-005,0.000288965,0.000290873,83.166
3.81472e-005,0.000286104,0.000288965,82.32
3.81472e-005,0.000283243,0.00028515,82.23
3.52862e-005,0.000283243,0.00028515,82.89
3.24252e-005,0.000278475,0.000280382,83.328
3.24252e-005,0.000281336,0.000283243,83.394
2.9564e-005,0.000283243,0.00028515,83.97
2.86103e-005,0.000286104,0.000287058,84.156
3.24252e-005,0.000287058,0.000288965,83.382
3.52862e-005,0.00028515,0.000287058,82.824
3.52862e-005,0.00028515,0.000287058,82.806
3.62399e-005,0.000280382,0.000283243,82.554
3.24252e-005,0.000279428,0.000281336,83.208
3.05178e-005,0.000281336,0.000283243,83.658
3.33788e-005,0.00028515,0.000287058,83.202
3.14715e-005,0.000286104,0.000288012,83.628
3.33788e-005,0.000286104,0.000288012,83.238
3.33788e-005,0.000288965,0.000290873,83.298
3.71935e-005,0.000284197,0.000287058,82.398
3.43325e-005,0.000283243,0.00028515,83.04
3.24252e-005,0.000280382,0.000283243,83.376
2.86103e-005,0.000283243,0.000284197,84.09
2.57493e-005,0.000287058,0.000288012,84.828
3.14715e-005,0.000288012,0.000289919,83.676
3.24252e-005,0.000286104,0.000288012,83.496
3.43325e-005,0.00028515,0.000287058,83.088
3.71935e-005,0.000283243,0.000286104,82.512
3.24252e-005,0.000280382,0.000283243,83.244
2.9564e-005,0.000280382,0.000282289,83.916
2.86103e-005,0.000281336,0.000283243,84.198
2.86103e-005,0.00028515,0.000287058,84.144
3.05178e-005,0.000287058,0.000288965,83.778
3.43325e-005,0.000284197,0.000286104,83.058
3.43325e-005,0.000283243,0.00028515,83.022
3.52862e-005,0.000284197,0.000286104,82.926
3.24252e-005,0.000283243,0.00028515,83.304
2.86103e-005,0.000283243,0.00028515,84.102
2.86103e-005,0.000286104,0.000287058,84.288
3.05178e-005,0.00028515,0.000287058,83.88
3.24252e-005,0.00028515,0.000287058,83.352
3.62399e-005,0.000287058,0.000288965,82.86
3.71935e-005,0.000284197,0.000287058,82.53
3.24252e-005,0.000281336,0.000283243,83.256
3.14715e-005,0.000284197,0.000286104,83.586
2.9564e-005,0.000283243,0.00028515,83.97
3.24252e-005,0.000287058,0.000289919,83.526
3.43325e-005,0.000287058,0.000288965,83.118
3.52862e-005,0.00028515,0.000287058,82.944
3.62399e-005,0.000283243,0.00028515,82.626
3.14715e-005,0.000280382,0.000283243,83.508
2.9564e-005,0.000281336,0.000283243,83.928
2.76567e-005,0.000286104,0.000287058,84.42
3.05178e-005,0.000288012,0.000289919,83.934
3.52862e-005,0.00028515,0.000287058,82.956
3.62399e-005,0.000283243,0.000286104,82.644
3.71935e-005,0.000280382,0.000283243,82.308
3.14715e-005,0.000278475,0.000280382,83.448
3.05178e-005,0.000282289,0.000284197,83.676
2.9564e-005,0.000284197,0.00028515,83.982
2.86103e-005,0.000287058,0.000288012,84.306
3.43325e-005,0.000287058,0.000288965,83.118
3.52862e-005,0.00028515,0.000287058,82.806
3.71935e-005,0.000282289,0.00028515,82.476
3.24252e-005,0.000279428,0.000281336,83.346
2.86103e-005,0.000280382,0.000281336,84.036
2.86103e-005,0.00028515,0.000287058,84.144
3.05178e-005,0.000288012,0.000289919,83.808
3.24252e-005,0.000286104,0.000288012,83.37
3.43325e-005,0.000283243,0.00028515,83.04
3.71935e-005,0.000281336,0.000284197,82.326
3.14715e-005,0.000280382,0.000282289,83.496
3.24252e-005,0.00028515,0.000287058,83.484
3.05178e-005,0.00028515,0.000287058,83.748
3.52862e-005,0.000287058,0.000288965,82.992
3.71935e-005,0.000281336,0.000284197,82.326
3.71935e-005,0.000282289,0.00028515,82.476
3.52862e-005,0.000279428,0.000281336,82.674
3.24252e-005,0.000279428,0.000281336,83.208
2.86103e-005,0.000283243,0.000284197,84.09
3.24252e-005,0.00028515,0.000287058,83.334
3.52862e-005,0.000287058,0.000288965,82.992
3.81472e-005,0.00028515,0.000287058,82.284
3.43325e-005,0.000283243,0.00028515,83.04
3.33788e-005,0.000278475,0.000280382,83.058
3.05178e-005,0.000280382,0.000283243,83.646
3.05178e-005,0.000283243,0.000284197,83.826
3.24252e-005,0.000287058,0.000288965,83.514
3.43325e-005,0.00028515,0.000287058,83.088
3.62399e-005,0.000283243,0.000286104,82.644
3.52862e-005,0.000281336,0.000283243,82.728
3.43325e-005,0.000280382,0.000283243,82.974
3.24252e-005,0.000282289,0.000284197,83.274
3.05178e-005,0.000283243,0.000284197,83.826
3.05178e-005,0.00028515,0.000287058,83.88
3.43325e-005,0.00028515,0.000287058,83.22
3.52862e-005,0.00028515,0.000287058,82.806
3.81472e-005,0.000283243,0.000286104,82.248
3.43325e-005,0.000280382,0.000282289,82.956
2.86103e-005,0.000280382,0.000282289,84.048
3.05178e-005,0.000282289,0.000283243,83.808
2.86103e-005,0.000283243,0.000284197,84.222
3.14715e-005,0.000286104,0.000288012,83.628
3.33788e-005,0.000286104,0.000288012,83.238
3.71935e-005,0.000283243,0.000286104,82.512
3.91009e-005,0.000278475,0.000281336,81.852
3.52862e-005,0.000280382,0.000283243,82.842
3.33788e-005,0.000276567,0.000278475,83.01
2.9564e-005,0.000280382,0.000281336,83.898
3.05178e-005,0.00028515,0.000286104,83.868
3.43325e-005,0.00028515,0.000287058,83.088
3.24252e-005,0.000283243,0.00028515,83.292
3.52862e-005,0.000282289,0.000284197,82.74
3.81472e-005,0.000280382,0.000283243,82.158
3.71935e-005,0.000278475,0.000280382,82.368
3.24252e-005,0.000278475,0.000280382,83.178
3.14715e-005,0.000280382,0.000283243,83.508
2.86103e-005,0.000283243,0.000284197,84.09
2.6703e-005,0.00028515,0.000286104,84.528
3.52862e-005,0.000287058,0.000288965,82.86
3.43325e-005,0.00028515,0.000287058,83.088
3.52862e-005,0.000281336,0.000283243,82.728
3.71935e-005,0.000280382,0.000283243,82.422
3.24252e-005,0.000277521,0.000279428,83.16
3.24252e-005,0.000278475,0.000280382,83.316
2.57493e-005,0.000278475,0.000280382,84.546
2.86103e-005,0.000283243,0.000284197,84.09
3.43325e-005,0.000283243,0.00028515,83.04
3.71935e-005,0.000287058,0.000289919,82.614
3.71935e-005,0.000282289,0.00028515,82.476
3.52862e-005,0.000280382,0.000283243,82.842
3.43325e-005,0.000278475,0.000280382,82.908
3.24252e-005,0.000277521,0.000279428,83.16
2.9564e-005,0.000279428,0.000280382,83.886
2.57493e-005,0.000277521,0.000278475,84.522
2.9564e-005,0.000284197,0.00028515,83.982
3.24252e-005,0.000282289,0.000284197,83.274
3.62399e-005,0.000283243,0.00028515,82.626
3.81472e-005,0.000284197,0.000287058,82.266
3.71935e-005,0.000278475,0.000281336,82.386
3.52862e-005,0.000277521,0.000279428,82.62
2.9564e-005,0.000278475,0.000279428,83.856
2.86103e-005,0.000277521,0.000278475,83.976
3.24252e-005,0.000281336,0.000283243,83.256
3.24252e-005,0.000283243,0.00028515,83.304
3.91009e-005,0.000286104,0.000288965,82.056
3.71935e-005,0.000286104,0.000288965,82.446
3.91009e-005,0.000282289,0.00028515,81.948
3.91009e-005,0.000277521,0.000280382,81.948
3.52862e-005,0.000280382,0.000283243,82.842
3.14715e-005,0.000280382,0.000283243,83.508
3.14715e-005,0.000284197,0.000286104,83.586
3.14715e-005,0.000286104,0.000288012,83.628
3.52862e-005,0.00028515,0.000287058,82.956
3.62399e-005,0.000286104,0.000288965,82.71
3.91009e-005,0.000283243,0.00028515,81.966
3.71935e-005,0.000278475,0.000281336,82.386
3.52862e-005,0.000278475,0.000280382,82.638
3.14715e-005,0.000276567,0.000278475,83.418
3.05178e-005,0.000281336,0.000283243,83.796
3.05178e-005,0.000284197,0.000286104,83.718
3.62399e-005,0.000287058,0.000289919,82.746
3.62399e-005,0.000283243,0.000286104,82.644
3.71935e-005,0.00028515,0.000288012,82.56
3.43325e-005,0.000280382,0.000283243,82.974
3.24252e-005,0.000277521,0.000279428,83.298
3.33788e-005,0.000281336,0.000283243,83.124
3.05178e-005,0.000284197,0.000286104,83.718
3.05178e-005,0.000283243,0.00028515,83.706
3.33788e-005,0.000284197,0.000286104,83.19
3.62399e-005,0.00028515,0.000287058,82.674
3.81472e-005,0.000283243,0.00028515,82.23
3.52862e-005,0.000278475,0.000280382,82.638
3.52862e-005,0.000276567,0.000278475,82.584
3.05178e-005,0.000281336,0.000283243,83.796
3.43325e-005,0.000281336,0.000283243,82.992
3.24252e-005,0.00028515,0.000287058,83.334
3.62399e-005,0.00028515,0.000288012,82.692
3.52862e-005,0.000287058,0.000288965,82.992
3.81472e-005,0.000280382,0.000283243,82.158
3.71935e-005,0.000279428,0.000282289,82.272
3.52862e-005,0.000275614,0.000277521,82.704
3.24252e-005,0.000279428,0.000281336,83.346
2.6703e-005,0.000281336,0.000283243,84.462
3.14715e-005,0.000288965,0.000290873,83.688
3.52862e-005,0.000283243,0.00028515,82.908
3.52862e-005,0.00028515,0.000287058,82.806
4.00546e-005,0.00028515,0.000288012,81.906
3.81472e-005,0.00028515,0.000288012,82.302
3.62399e-005,0.000280382,0.000283243,82.572
3.52862e-005,0.000284197,0.000286104,82.926
2.9564e-005,0.000283243,0.000284197,83.958
3.05178e-005,0.00028515,0.000287058,83.748
3.71935e-005,0.00028515,0.000288012,82.428
3.91009e-005,0.000283243,0.00028515,81.966
4.10082e-005,0.00028515,0.000288012,81.774
3.71935e-005,0.000278475,0.000280382,82.236
3.81472e-005,0.000271799,0.00027466,81.93
3.14715e-005,0.000271799,0.000273706,83.304
3.24252e-005,0.000276567,0.000278475,83.13
2.76567e-005,0.000280382,0.000281336,84.306
3.62399e-005,0.000281336,0.000284197,82.59
3.62399e-005,0.000279428,0.000282289,82.536
4.19619e-005,0.000276567,0.000279428,81.366
4.10082e-005,0.00027466,0.000278475,81.462
3.52862e-005,0.000269892,0.000272753,82.422
3.52862e-005,0.000273706,0.000276567,82.668
3.43325e-005,0.000267984,0.000269892,82.632
2.86103e-005,0.000275614,0.000276567,83.934
3.05178e-005,0.000275614,0.000277521,83.658
2.6703e-005,0.000278475,0.000279428,84.396
3.52862e-005,0.000276567,0.000278475,82.584
3.71935e-005,0.000278475,0.000280382,82.368
4.19619e-005,0.000277521,0.000280382,81.408
4.00546e-005,0.000281336,0.000284197,81.792
3.43325e-005,0.000273706,0.000276567,82.806
3.52862e-005,0.000276567,0.000278475,82.584
2.86103e-005,0.000275614,0.000276567,83.934
3.52862e-005,0.000280382,0.000282289,82.824
3.14715e-005,0.000284197,0.000286104,83.586
3.71935e-005,0.00028515,0.000287058,82.416
3.71935e-005,0.000282289,0.00028515,82.476
3.91009e-005,0.000277521,0.000280382,81.81
3.62399e-005,0.000275614,0.000278475,82.434
2.76567e-005,0.000282289,0.000283243,84.342
3.14715e-005,0.000273706,0.000276567,83.352
2.86103e-005,0.000276567,0.000277521,83.946
3.05178e-005,0.000280382,0.000282289,83.766
3.24252e-005,0.000283243,0.00028515,83.424
3.52862e-005,0.00028515,0.000287058,82.956
3.91009e-005,0.00028515,0.000287058,82.152
4.19619e-005,0.000280382,0.000284197,81.51
3.71935e-005,0.000280382,0.000283243,82.422
3.52862e-005,0.000277521,0.000279428,82.758
3.52862e-005,0.000277521,0.000279428,82.758
3.14715e-005,0.000276567,0.000278475,83.418
3.14715e-005,0.000282289,0.000284197,83.538
3.05178e-005,0.00028515,0.000287058,83.748
3.43325e-005,0.000286104,0.000288012,83.106
3.91009e-005,0.00028515,0.000287058,82.152
3.71935e-005,0.00028515,0.000287058,82.416
4.10082e-005,0.000280382,0.000284197,81.642
3.33788e-005,0.000279428,0.000281336,83.076
3.43325e-005,0.000276567,0.000278475,82.878
3.33788e-005,0.000279428,0.000281336,83.076
3.24252e-005,0.000281336,0.000283243,83.256
2.86103e-005,0.000279428,0.000280382,84.156
3.24252e-005,0.000280382,0.000282289,83.358
3.33788e-005,0.000286104,0.000288012,83.238
3.43325e-005,0.000287058,0.000288965,83.118
3.91009e-005,0.000280382,0.000283243,82.026
4.19619e-005,0.000281336,0.00028515,81.528
3.71935e-005,0.000282289,0.00028515,82.344
3.52862e-005,0.000276567,0.000278475,82.722
3.05178e-005,0.000275614,0.000277521,83.658
2.86103e-005,0.000278475,0.000279428,84.126
3.05178e-005,0.000280382,0.000283243,83.646
3.33788e-005,0.000283243,0.00028515,83.16
3.52862e-005,0.000286104,0.000288012,82.974
3.24252e-005,0.00028515,0.000287058,83.334
3.52862e-005,0.00028515,0.000287058,82.824
4.00546e-005,0.000284197,0.000287058,81.87
3.81472e-005,0.000280382,0.000283243,82.176
4.00546e-005,0.000279428,0.000282289,81.738
3.91009e-005,0.000277521,0.000280382,81.948
3.52862e-005,0.000278475,0.000280382,82.776
3.52862e-005,0.000277521,0.000279428,82.62
3.33788e-005,0.000278475,0.000280382,83.046
2.6703e-005,0.000278475,0.000279428,84.396
2.76567e-005,0.000280382,0.000281336,84.306
3.24252e-005,0.000283243,0.00028515,83.304
3.52862e-005,0.000284197,0.000286104,82.794
3.24252e-005,0.000283243,0.00028515,83.304
3.52862e-005,0.000283243,0.00028515,82.89
3.71935e-005,0.00028515,0.000287058,82.548
3.52862e-005,0.000281336,0.000283243,82.728
3.52862e-005,0.000278475,0.000280382,82.638
3.91009e-005,0.000276567,0.000279428,81.93
3.81472e-005,0.000275614,0.000278475,82.026
3.52862e-005,0.000278475,0.000280382,82.656
3.05178e-005,0.000278475,0.000280382,83.598
3.24252e-005,0.000278475,0.000280382,83.178
3.05178e-005,0.000283243,0.00028515,83.688
3.14715e-005,0.00028515,0.000287058,83.616
3.24252e-005,0.000281336,0.000283243,83.256
3.43325e-005,0.000284197,0.000286104,83.058
3.52862e-005,0.000282289,0.000284197,82.74
3.71935e-005,0.000283243,0.00028515,82.362
3.91009e-005,0.000280382,0.000283243,82.026
3.52862e-005,0.000279428,0.000281336,82.674
3.62399e-005,0.000277521,0.000280382,82.488
3.33788e-005,0.000278475,0.000280382,83.046
3.05178e-005,0.000279428,0.000281336,83.616
3.24252e-005,0.000279428,0.000281336,83.346
2.6703e-005,0.00028515,0.000286104,84.528
3.05178e-005,0.000280382,0.000283243,83.646
3.24252e-005,0.000288965,0.000290873,83.43
3.71935e-005,0.000283243,0.00028515,82.362
4.29156e-005,0.000287058,0.000289919,81.42
3.71935e-005,0.000280382,0.000283243,82.308
3.91009e-005,0.000279428,0.000282289,82.002
3.71935e-005,0.000278475,0.000280382,82.236
3.14715e-005,0.000277521,0.000279428,83.43
3.24252e-005,0.000276567,0.000278475,83.28
3.14715e-005,0.000278475,0.000280382,83.448
2.9564e-005,0.000283243,0.000284197,83.958
2.9564e-005,0.000284197,0.00028515,83.982
3.33788e-005,0.000288012,0.000289919,83.28
3.05178e-005,0.000283243,0.00028515,83.706
3.71935e-005,0.000283243,0.000286104,82.512
3.52862e-005,0.000280382,0.000282289,82.692
4.10082e-005,0.000282289,0.00028515,81.678
3.52862e-005,0.000278475,0.000280382,82.656
3.62399e-005,0.000276567,0.000279428,82.47
3.33788e-005,0.000272753,0.00027466,82.908
2.9564e-005,0.000279428,0.000280382,83.886
2.76567e-005,0.000278475,0.000280382,84.276
2.86103e-005,0.000278475,0.000280382,84.138
2.76567e-005,0.000284197,0.00028515,84.384
3.24252e-005,0.00028515,0.000287058,83.352
3.24252e-005,0.00028515,0.000287058,83.352
3.52862e-005,0.000283243,0.00028515,82.89
3.91009e-005,0.000282289,0.00028515,82.08
3.62399e-005,0.000283243,0.000286104,82.644
4.10082e-005,0.000277521,0.000280382,81.54
3.52862e-005,0.000277521,0.000279428,82.758
3.24252e-005,0.000278475,0.000280382,83.316
3.14715e-005,0.000277521,0.000279428,83.43
2.86103e-005,0.000281336,0.000283243,84.06
2.9564e-005,0.000286104,0.000287058,84.024
2.9564e-005,0.000283243,0.00028515,83.97
3.33788e-005,0.000283243,0.00028515,83.16
3.52862e-005,0.000286104,0.000288012,82.974
3.71935e-005,0.000283243,0.000286104,82.512
3.52862e-005,0.00028515,0.000287058,82.806
3.81472e-005,0.000280382,0.000283243,82.176
3.71935e-005,0.000278475,0.000281336,82.386
3.14715e-005,0.000278475,0.000280382,83.448
2.86103e-005,0.000278475,0.000279428,83.988
2.86103e-005,0.000278475,0.000280382,84.138
3.05178e-005,0.000281336,0.000283243,83.658
2.86103e-005,0.000279428,0.000280382,84.018
2.9564e-005,0.000287058,0.000288012,84.036
2.86103e-005,0.00028515,0.000286104,84.264
3.43325e-005,0.000283243,0.00028515,83.04
3.33788e-005,0.00028515,0.000287058,83.202
3.52862e-005,0.000284197,0.000286104,82.926
3.91009e-005,0.000282289,0.00028515,81.948
3.52862e-005,0.00028515,0.000287058,82.944
3.43325e-005,0.000281336,0.000283243,82.992
3.24252e-005,0.000282289,0.000284197,83.406
3.24252e-005,0.000273706,0.000276567,83.082
3.24252e-005,0.000278475,0.000280382,83.178
3.05178e-005,0.000279428,0.000281336,83.616
2.9564e-005,0.000279428,0.000280382,83.886
2.86103e-005,0.000281336,0.000283243,84.06
2.57493e-005,0.000282289,0.000283243,84.612
2.86103e-005,0.000280382,0.000281336,84.036
2.86103e-005,0.00028515,0.000287058,84.276
3.24252e-005,0.00028515,0.000287058,83.334
3.52862e-005,0.00028515,0.000287058,82.806
3.71935e-005,0.000287058,0.000289919,82.614
3.52862e-005,0.000283243,0.00028515,82.776
3.71935e-005,0.000278475,0.000281336,82.254
3.52862e-005,0.000278475,0.000280382,82.788
3.14715e-005,0.000276567,0.000278475,83.4
